"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Netherlands","2005","Total","Male","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","69442",""
"Netherlands","2005","Total","Male","Groningen","City proper","Estimate - de jure","Final figure, complete","2005","89304","20"
"Netherlands","2005","Total","Male","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","98314",""
"Netherlands","2005","Total","Male","Haarlem","City proper","Estimate - de jure","Final figure, complete","2005","71237","20"
"Netherlands","2005","Total","Male","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","91231",""
"Netherlands","2005","Total","Male","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2005","65755","20"
"Netherlands","2005","Total","Male","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","103922",""
"Netherlands","2005","Total","Male","Leiden","City proper","Estimate - de jure","Final figure, complete","2005","57782","20"
"Netherlands","2005","Total","Male","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","124276",""
"Netherlands","2005","Total","Male","Maastricht","City proper","Estimate - de jure","Final figure, complete","2005","58589","20"
"Netherlands","2005","Total","Male","Maastricht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","58589",""
"Netherlands","2005","Total","Male","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2005","75665","20"
"Netherlands","2005","Total","Male","Nijmegen","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","75665",""
"Netherlands","2005","Total","Male","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2005","292790","20"
"Netherlands","2005","Total","Male","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","490163",""
"Netherlands","2005","Total","Male","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","301075",""
"Netherlands","2005","Total","Male","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2005","65891","20"
"Netherlands","2005","Total","Male","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","78281",""
"Netherlands","2005","Total","Male","The Hague","City proper","Estimate - de jure","Final figure, complete","2005","231475","20"
"Netherlands","2005","Total","Male","Tilburg","City proper","Estimate - de jure","Final figure, complete","2005","98323","20"
"Netherlands","2005","Total","Male","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","109476",""
"Netherlands","2005","Total","Male","Utrecht","City proper","Estimate - de jure","Final figure, complete","2005","132564","20"
"Netherlands","2005","Total","Male","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","198934",""
"Netherlands","2005","Total","Male","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2005","68938","20"
"Netherlands","2005","Total","Male","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2005","56683","20"
"Netherlands","2005","Total","Male","Zwolle","City proper","Estimate - de jure","Final figure, complete","2005","54277","20"
"Netherlands","2005","Total","Female","Almere","City proper","Estimate - de jure","Final figure, complete","2005","88046","20"
"Netherlands","2005","Total","Female","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2005","68885","20"
"Netherlands","2005","Total","Female","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","83555",""
"Netherlands","2005","Total","Female","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2005","376628","20"
"Netherlands","2005","Total","Female","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","519181",""
"Netherlands","2005","Total","Female","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2005","79469","20"
"Netherlands","2005","Total","Female","Arnhem","City proper","Estimate - de jure","Final figure, complete","2005","71516","20"
"Netherlands","2005","Total","Female","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","72278",""
"Netherlands","2005","Total","Female","Breda","City proper","Estimate - de jure","Final figure, complete","2005","86439","20"
"Netherlands","2005","Total","Female","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2005","60776","20"
"Netherlands","2005","Total","Female","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","125405",""
"Netherlands","2005","Total","Female","Ede","City proper","Estimate - de jure","Final figure, complete","2005","54378","20"
"Netherlands","2005","Total","Female","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2005","103436","20"
"Netherlands","2005","Total","Female","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","159913",""
"Netherlands","2005","Total","Female","Emmen","City proper","Estimate - de jure","Final figure, complete","2005","54930","20"
"Netherlands","2005","Total","Female","Enschede","City proper","Estimate - de jure","Final figure, complete","2005","75339","20"
"Netherlands","2005","Total","Female","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","71405",""
"Netherlands","2005","Total","Female","Groningen","City proper","Estimate - de jure","Final figure, complete","2005","91300","20"
"Netherlands","2005","Total","Female","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","101424",""
"Netherlands","2005","Total","Female","Haarlem","City proper","Estimate - de jure","Final figure, complete","2005","75502","20"
"Netherlands","2005","Total","Female","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","98157",""
"Netherlands","2005","Total","Female","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2005","66061","20"
"Netherlands","2005","Total","Female","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","107437",""
"Netherlands","2005","Total","Female","Leiden","City proper","Estimate - de jure","Final figure, complete","2005","60781","20"
"Netherlands","2005","Total","Female","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","130111",""
"Netherlands","2005","Total","Female","Maastricht","City proper","Estimate - de jure","Final figure, complete","2005","62867","20"
"Netherlands","2005","Total","Female","Maastricht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","62867",""
"Netherlands","2005","Total","Female","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2005","82550","20"
"Netherlands","2005","Total","Female","Nijmegen","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","82550",""
"Netherlands","2005","Total","Female","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2005","303617","20"
"Netherlands","2005","Total","Female","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","509187",""
"Netherlands","2005","Total","Female","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","317750",""
"Netherlands","2005","Total","Female","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2005","68087","20"
"Netherlands","2005","Total","Female","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","80936",""
"Netherlands","2005","Total","Female","The Hague","City proper","Estimate - de jure","Final figure, complete","2005","240621","20"
"Netherlands","2005","Total","Female","Tilburg","City proper","Estimate - de jure","Final figure, complete","2005","100745","20"
"Netherlands","2005","Total","Female","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","111984",""
"Netherlands","2005","Total","Female","Utrecht","City proper","Estimate - de jure","Final figure, complete","2005","142694","20"
"Netherlands","2005","Total","Female","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","211156",""
"Netherlands","2005","Total","Female","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2005","70879","20"
"Netherlands","2005","Total","Female","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2005","59109","20"
"Netherlands","2005","Total","Female","Zwolle","City proper","Estimate - de jure","Final figure, complete","2005","57623","20"
"Netherlands","2003","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2003","165106","20"
"Netherlands","2003","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2003","131221","20"
"Netherlands","2003","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","160219",""
"Netherlands","2003","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2003","736562","20"
"Netherlands","2003","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","1013147",""
"Netherlands","2003","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2003","155741","20"
"Netherlands","2003","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2003","141528","20"
"Netherlands","2003","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","143055",""
"Netherlands","2003","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2003","164397","20"
"Netherlands","2003","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2003","120043","20"
"Netherlands","2003","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","246187",""
"Netherlands","2003","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2003","104771","20"
"Netherlands","2003","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2003","206118","20"
"Netherlands","2003","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","308213",""
"Netherlands","2003","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2003","108198","20"
"Netherlands","2003","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2003","152321","20"
"Netherlands","2003","Total","Both Sexes","Geleen-Sittard","City proper","Estimate - de jure","Final figure, complete","2003","97806","20"
"Netherlands","2003","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","141467",""
"Netherlands","2003","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2003","177172","20"
"Netherlands","2003","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","196180",""
"Netherlands","2003","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2003","147097","20"
"Netherlands","2003","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","189902",""
"Netherlands","2003","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2003","122902","20"
"Netherlands","2003","Total","Both Sexes","Heerlen-Kerkrade","City proper","Estimate - de jure","Final figure, complete","2003","93969","20"
"Netherlands","2003","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","214261",""
"Netherlands","2003","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2003","117689","20"
"Netherlands","2003","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","253106",""
"Netherlands","2003","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2003","121982","20"
"Netherlands","2003","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2003","156198","20"
"Netherlands","2003","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2003","599651","20"
"Netherlands","2003","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","1008390",""
"Netherlands","2003","Total","Both Sexes","s-Gravenhage","City proper","Estimate - de jure","Final figure, complete","2003","463826","20"
"Netherlands","2003","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","627645",""
"Netherlands","2003","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2003","132501","20"
"Netherlands","2003","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","157774",""
"Netherlands","2003","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2003","197917","20"
"Netherlands","2003","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","220427",""
"Netherlands","2003","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2003","265151","20"
"Netherlands","2003","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","400559",""
"Netherlands","2003","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2003","139464","20"
"Netherlands","2003","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2003","112594","20"
"Netherlands","2003","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2003","109955","20"
"Netherlands","2003","Total","Male","Almere","City proper","Estimate - de jure","Final figure, complete","2003","82389","20"
"Netherlands","2003","Total","Male","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2003","64086","20"
"Netherlands","2003","Total","Male","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","78366",""
"Netherlands","2003","Total","Male","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2003","363330","20"
"Netherlands","2003","Total","Male","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","498272",""
"Netherlands","2003","Total","Male","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2003","76515","20"
"Netherlands","2003","Total","Male","Arnhem","City proper","Estimate - de jure","Final figure, complete","2003","69773","20"
"Netherlands","2003","Total","Male","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","70527",""
"Netherlands","2003","Total","Male","Breda","City proper","Estimate - de jure","Final figure, complete","2003","79788","20"
"Netherlands","2003","Total","Male","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2003","58966","20"
"Netherlands","2003","Total","Male","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","121027",""
"Netherlands","2003","Total","Male","Ede","City proper","Estimate - de jure","Final figure, complete","2003","51466","20"
"Netherlands","2003","Total","Male","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2003","103631","20"
"Netherlands","2003","Total","Male","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","154522",""
"Netherlands","2003","Total","Male","Emmen","City proper","Estimate - de jure","Final figure, complete","2003","53537","20"
"Netherlands","2003","Total","Male","Enschede","City proper","Estimate - de jure","Final figure, complete","2003","77559","20"
"Netherlands","2003","Total","Male","Geleen-Sittard","City proper","Estimate - de jure","Final figure, complete","2003","48225","20"
"Netherlands","2003","Total","Male","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","69925",""
"Netherlands","2003","Total","Male","Groningen","City proper","Estimate - de jure","Final figure, complete","2003","87548","20"
"Netherlands","2003","Total","Male","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","96462",""
"Netherlands","2003","Total","Male","Haarlem","City proper","Estimate - de jure","Final figure, complete","2003","71484","20"
"Netherlands","2003","Total","Male","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","91554",""
"Netherlands","2003","Total","Male","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2003","61429","20"
"Netherlands","2003","Total","Male","Heerlen-Kerkrade","City proper","Estimate - de jure","Final figure, complete","2003","46102","20"
"Netherlands","2003","Total","Male","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","105319",""
"Netherlands","2003","Total","Male","Leiden","City proper","Estimate - de jure","Final figure, complete","2003","57547","20"
"Netherlands","2003","Total","Male","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","123838",""
"Netherlands","2003","Total","Male","Maastricht","City proper","Estimate - de jure","Final figure, complete","2003","58742","20"
"Netherlands","2003","Total","Male","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2003","75123","20"
"Netherlands","2003","Total","Male","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2003","294665","20"
"Netherlands","2003","Total","Male","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","495373",""
"Netherlands","2003","Total","Male","s-Gravenhage","City proper","Estimate - de jure","Final figure, complete","2003","226622","20"
"Netherlands","2003","Total","Male","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","304782",""
"Netherlands","2003","Total","Male","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2003","65226","20"
"Netherlands","2003","Total","Male","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","77653",""
"Netherlands","2003","Total","Male","Tilburg","City proper","Estimate - de jure","Final figure, complete","2003","97773","20"
"Netherlands","2003","Total","Male","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","108926",""
"Netherlands","2003","Total","Male","Utrecht","City proper","Estimate - de jure","Final figure, complete","2003","127863","20"
"Netherlands","2003","Total","Male","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","194706",""
"Netherlands","2003","Total","Male","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2003","68817","20"
"Netherlands","2003","Total","Male","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2003","55152","20"
"Netherlands","2003","Total","Male","Zwolle","City proper","Estimate - de jure","Final figure, complete","2003","53410","20"
"Netherlands","2003","Total","Female","Almere","City proper","Estimate - de jure","Final figure, complete","2003","82717","20"
"Netherlands","2003","Total","Female","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2003","67135","20"
"Netherlands","2003","Total","Female","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","81853",""
"Netherlands","2003","Total","Female","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2003","373232","20"
"Netherlands","2003","Total","Female","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","514875",""
"Netherlands","2003","Total","Female","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2003","79226","20"
"Netherlands","2003","Total","Female","Arnhem","City proper","Estimate - de jure","Final figure, complete","2003","71755","20"
"Netherlands","2003","Total","Female","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","72528",""
"Netherlands","2003","Total","Female","Breda","City proper","Estimate - de jure","Final figure, complete","2003","84609","20"
"Netherlands","2003","Total","Female","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2003","61077","20"
"Netherlands","2003","Total","Female","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","125160",""
"Netherlands","2003","Total","Female","Ede","City proper","Estimate - de jure","Final figure, complete","2003","53305","20"
"Netherlands","2003","Total","Female","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2003","102487","20"
"Netherlands","2003","Total","Female","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","153691",""
"Netherlands","2003","Total","Female","Emmen","City proper","Estimate - de jure","Final figure, complete","2003","54661","20"
"Netherlands","2003","Total","Female","Enschede","City proper","Estimate - de jure","Final figure, complete","2003","74762","20"
"Netherlands","2003","Total","Female","Geleen-Sittard","City proper","Estimate - de jure","Final figure, complete","2003","49581","20"
"Netherlands","2003","Total","Female","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","71542",""
"Netherlands","2003","Total","Female","Groningen","City proper","Estimate - de jure","Final figure, complete","2003","89624","20"
"Netherlands","2003","Total","Female","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","99718",""
"Netherlands","2003","Total","Female","Haarlem","City proper","Estimate - de jure","Final figure, complete","2003","75613","20"
"Netherlands","2003","Total","Female","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","98348",""
"Netherlands","2003","Total","Female","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2003","61473","20"
"Netherlands","2003","Total","Female","Heerlen-Kerkrade","City proper","Estimate - de jure","Final figure, complete","2003","47867","20"
"Netherlands","2003","Total","Female","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","108942",""
"Netherlands","2003","Total","Female","Leiden","City proper","Estimate - de jure","Final figure, complete","2003","60142","20"
"Netherlands","2003","Total","Female","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","129268",""
"Netherlands","2003","Total","Female","Maastricht","City proper","Estimate - de jure","Final figure, complete","2003","63240","20"
"Netherlands","2003","Total","Female","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2003","81075","20"
"Netherlands","2003","Total","Female","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2003","304986","20"
"Netherlands","2003","Total","Female","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","513017",""
"Netherlands","2003","Total","Female","s-Gravenhage","City proper","Estimate - de jure","Final figure, complete","2003","237204","20"
"Netherlands","2003","Total","Female","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","322863",""
"Netherlands","2003","Total","Female","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2003","67275","20"
"Netherlands","2003","Total","Female","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","80121",""
"Netherlands","2003","Total","Female","Tilburg","City proper","Estimate - de jure","Final figure, complete","2003","100144","20"
"Netherlands","2003","Total","Female","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","111501",""
"Netherlands","2003","Total","Female","Utrecht","City proper","Estimate - de jure","Final figure, complete","2003","137288","20"
"Netherlands","2003","Total","Female","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","205853",""
"Netherlands","2003","Total","Female","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2003","70647","20"
"Netherlands","2003","Total","Female","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2003","57442","20"
"Netherlands","2003","Total","Female","Zwolle","City proper","Estimate - de jure","Final figure, complete","2003","56545","20"
"Norway","2019","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","681067",""
"Norway","2019","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","339597",""
"Norway","2019","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","341470",""
"Norway","2018","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","673469",""
"Norway","2018","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","335806",""
"Norway","2018","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","337663",""
"Norway","2017","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","666759",""
"Norway","2017","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","332578",""
"Norway","2017","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","334181",""
"Norway","2016","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","657478",""
"Norway","2016","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","328022",""
"Norway","2016","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","329456",""
"Norway","2015","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","647875",""
"Norway","2015","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","323000",""
"Norway","2015","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2019","324875",""
"Norway","2014","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2015","634293",""
"Norway","2014","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2015","316114",""
"Norway","2014","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2015","318179",""
"Norway","2012","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2013","265857",""
"Norway","2012","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2013","618683",""
"Norway","2012","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2013","128369",""
"Norway","2012","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2013","178021",""
"Norway","2012","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2013","133275",""
"Norway","2012","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2013","307508",""
"Norway","2012","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2013","64680",""
"Norway","2012","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2013","89608",""
"Norway","2012","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2013","132582",""
"Norway","2012","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2013","311175",""
"Norway","2012","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2013","63689",""
"Norway","2012","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2013","88413",""
"Norway","2011","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2012","262077",""
"Norway","2011","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2012","606257.5",""
"Norway","2011","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2012","126763.5",""
"Norway","2011","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2012","174917",""
"Norway","2011","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2012","131097.5",""
"Norway","2011","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2012","300639",""
"Norway","2011","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2012","63763",""
"Norway","2011","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2012","87816.5",""
"Norway","2011","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2012","130979.5",""
"Norway","2011","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2012","305618.5",""
"Norway","2011","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2012","63000.5",""
"Norway","2011","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2012","87100.5",""
"Norway","2010","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2011","258496",""
"Norway","2010","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2011","593045",""
"Norway","2010","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2011","124935.5",""
"Norway","2010","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2011","172211",""
"Norway","2010","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2011","128962",""
"Norway","2010","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2011","293342.5",""
"Norway","2010","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2011","62752",""
"Norway","2010","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2011","86263.5",""
"Norway","2010","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2011","129534",""
"Norway","2010","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2011","299702.5",""
"Norway","2010","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2011","62183.5",""
"Norway","2010","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2011","85947.5",""
"Norway","2009","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2010","254325.5",""
"Norway","2009","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2010","581167.5",""
"Norway","2009","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2010","122730",""
"Norway","2009","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2010","169596.5",""
"Norway","2009","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2010","126679.5",""
"Norway","2009","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2010","287260",""
"Norway","2009","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2010","61620",""
"Norway","2009","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2010","84738",""
"Norway","2009","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2010","127646",""
